split,text,category,stance
train,كتيييير متحمسة يوصل لقاح فايزر الى لبنان 😍✌🏻,personal,1
train,الحمد لله أخذت الجرعة الثانية من لقاح #كورونا١٩ #COVID19 <LF>أرجو من الجميع الالتزام بتعليمات وزارة الصحة @USER والمبادرة بالتسجيل لأخذ اللقاح.<LF>و أكرر شكري وامتناني لهذا الوطن العظيم وقيادته ومنسوبي ومنسوبات وزارة الصحة و على رأسهم معالي وزير الصحة @USER https://t.co/hBW9u4jmuk,personal,1
train,"فيروس كورونا: الحكومة الجزائرية تعقد صفقة لاقتناء لقاح ""سبوتنيك 5"" الروسي https://t.co/R6Ys5ZqO93 https://t.co/pnEnP3vJrW",plan,1
train,ما نريد دوة امريكا <LF>#نريد_لقاح_امن,info_news,1
train,"🔴مديرة التموين بمعهد باستور زوليخة بن قدادرة سماي لـ""الشروق نيوز"": الانتهاء اليوم من توزيع اللقاحات التي وصلت على الـ 20 ولاية الأكثر تضررا من جائحة كورونا  <LF>🔴مديرة التموين بمعهد باستور: تخزين كل لقاح مضاد لفيروس كورونا وفق الشروط الخاصة به",info_news,1
train,نجاح أول لقاح سعودي مضاد لفيروس كورونا https://t.co/nSJ1vfF1Ik,info_news,1
train,#الملك_سلمان يتلقى الجرعة الأولى من لقاح كورونا ( كوفيد - 19 ) https://t.co/0yygTw2LD8,celebrity,1
train,نسبة وفاة ٢٪ بسبب الاصابه بفايروس SARS-COV 2 هي ليست نسبة بسيطه كما يروج البعض.<LF>نسبة ٢٪ من الوفيات تعني وفاة ٢٠ الف شخص من كل مليون مصاب.<LF>هذا العدد غير بسيط وغير مقبول ابدا ان يسمح به في حال توفر لقاح (كما هو الوضع الراهن).<LF>كل من يروج ضد التطعيم بجهل وعناد يعرض روحا بريئه للخطر.,info_news,1
train,دولة بتفضل يتلقح شعبها ع اسرة الموت على انه تجيب لقاح لشفاءه.,info_news,1
train,"40 مليون جرعة من لقاح ""#فايزر"" عبر منصة ""كوفاكس""<LF>#سكاي_أخبار<LF>https://t.co/bH8u0qCAYb",info_news,1
train,خسارة أي دينار جزائري في أي لِقاح ضدّ فيروس كورونا المارق سواء كان اصله شيوعي شرقي أم رأسمالي غربي...!!<LF>مامنا نعيش أجواء الحرب الباردة بأدوات مستحدثة فقط...,info_news,1
train,من بعد قرار الشيطان الاكبر @USER عن امتناع اللقاح الاميركي <LF>من دخول ايران ..<LF>جاء الرد المزلزل #لقاح_ايراني علاجا ببول <LF>الخامنئي وسرواله حقا انجاز علمي 😊<LF><LF>Good luck يا غنم ايران,info_news,1
train,محافظ #يدمة يدشن حملة للتقيد بالاشتراطات الصحية مع وصول لقاح #كورونا.<LF><LF>https://t.co/eDbsLrAZ7p https://t.co/6oTVxuX7X6,info_news,1
train,تذكرت و انا أقرأ عن منح الجنسية الامارتية للوافدين المتميزين  مخترعا لقاح المضاد لكورونا من بوينتك و الرؤساء التنفيذين من الاصول الهندية الذين يديرون أكبر شركات التكنولوجيا و منها ميكروسوفت و جوجل و ibm و غيرها ،، و يخرج علينا من يطالب بالمحافظة على الهوية الوطنية .,info_news,1
train,بريطانيا ترخص لقاح موديرنا في مواجهة #كورونا #العربية_عاجل https://t.co/a1vIGVFnOW,plan,1
train,فلا نثق #نريد_لقاح_آمن,requests,1
train,"أحمد عبد الكريم جلفار، مدير عام هيئة تنمية المجتمع بدبي يتلقى الجرعة الأولى من لقاح ""فايزر- بايونتيك"" ضمن حملة التطعيم التي تنفذها هيئة الصحة في #دبي، وتوفر خلالها التطعيم للمواطنين والمقيمين مجاناً. @USER @USER https://t.co/Mij2Bgcz9F",celebrity,1
train,وصول لقاح #سينوفارم الصيني لـ #الأردن بعد الموافقة عليه https://t.co/W1sIORpddm,info_news,1
train,لقاحكم مو آمان<LF>#نريد_لقاح_آمن,personal,-1
train,اخذت أول جرعة من لقاح #كوفيد_19 شعرت بالفخر لسهولة الاجراءات، بدءآ من التسجيل عبر تطبيق #صحتي واختيار الموعد المناسب، ثم الحصول على خدمات الحشود من البوابة الى التسجيل ثم التعامل الطيب والتطعيم وفترة الاستراحة مع ضيافة مجانية.<LF>كل الشكر والتقدير لحكومة #خادم_الحرمين_الشريفين https://t.co/Euv1soeujR,info_news,1
train,💡💡 غداً الأحد بدء إعطاء الجرعة الثانية من لقاح #كوفيد١٩ للفئات المستهدفة في #السلطنة<LF><LF>#التحصين_وقاية https://t.co/PP1ZRUWQsa,info_news,1
train,استطلاع رأي:<LF><LF>بكل أمانة ومصداقية— يرجى المشاركة باستطلاع الرأي أدناه، والخاص بأولياء أمور الطلبة فقط (أو إرسالها لأولياء الأمور) في الكويت.<LF><LF>هل توافق العودة للدراسة في المدارس خلال الفصل الثاني لهذا العام في حال عدم تطعيم جميع الهيئات التدريسية والادارية بالمدارس وأولياء الأمور.,personal,0
train,المتحدث الرسمي للبنتاغون: لم يتم تطعيم أي من معتقلي غوانتانامو. نحن بصدد إيقاف الخطة. https://t.co/HWGJUWA8Pq,info_news,1
train,"رغم تلقيه جرعتان من لقاح ""فايزر- بيونتيك"".. إصابة كبير حاخامات #إسرائيل الأسبق ""يسرائيل مئير لاو"" بفيروس #كورونا https://t.co/3GQRiKKwsD",info_news,1
train,غباء صهر #أردوغان يحرم #الأتراك من لقاح #كورونا الألماني وخسارة مبلغ 120 مليار دولار<LF><LF>#عثمانلي #تركيا https://t.co/agZu9m0oWX,info_news,0
train,النرويج تحذر من مخاطر تطعيمات #كوفيد19 بالنسبة لكبار السن (فوق 80) والمرضى الميؤوس من شفائهم  بعد وفاة 23 شخصًا في غضون فترة زمنية قصيرة من تلقي الجرعة الاولى من لقاح فايزر. الضحايا كانوا من  المصابين بأمراض القلب المتقدمة والزهايمر ومرض الانسداد الرئوي المزمن وأمراض خطيرة أخرى..,info_news,-1
train,الإمارات : توفير لقاح كورونا لجميع المواطنين والمقيمين بدءا من 16 عاما https://t.co/vtKwQPQBjc,info_news,1
train,ونحن نشاهد والدنا وقائدنا #الملك_يتلقى_لقاح_كورونا نرفع اكف الضراعة لله أن يحفظ #خادم_الحرمين_الشريفين ويلبسة لباس الصحة والعافية وأن يطيل عمره على طاعته ومملكتنا في عز وشموخ بدينها وأمنها وتطورها . كم نفخر بقاتنا وهم قدوتنا في كل خير .🇸🇦💚🇸🇦<LF>https://t.co/hlBOR3zwgq,celebrity,1
train,ما مدى حماية لقاح #كورونا من العدوى بين من أخذ التطيعم ومن لم يأخذه؟.. وهل من أخذ اللقاح ينبغي أن يستمر في المحافظة على تدابير التباعد والوقاية من فيروس كورونا؟<LF>#العربية https://t.co/INCKHPpO5S,info_news,0
train,فيديو | لقاء رئيس مركز الملك عبدالله للدراسات والبحوث البترولية عن تجربة تلقي لقاح #كورونا في #المملكة<LF><LF>#الإخبارية https://t.co/phJyi9kOPn,celebrity,1
train,روحاني: وزارة الصحة رفضت طلب شركات أجنبية اختبار لقاحها ضد كورونا على مواطنينا  <LF>https://t.co/s0bqMxoxIa,info_news,1
train,"إصابات #كورونا تحقق أرقاما قياسية، والاتحاد الأوروبي يتحرك لطلب المزيد من لقاح ""#فايزر""<LF> #العربي_اليوم https://t.co/YcP6ANIE8U",info_news,1
train,'<LF>نبدي قلقنا على عدم توفير لقاح في بعض الدول الاوروبية كما أن بعض الدول التي توفره لا تضع خطة واضحة في إيصاله للشعب <LF>يجب توفير المال لصحة الشعب الغربي أم هو لا يستحق <LF>كم لا أتعاطف معهم <LF>يقولك فيه بسه تعلقت بشجره والغرب مادري وش سوى ... اويطي,requests,1
train,بلكي  لقاح فايزر مش زاكي طيب https://t.co/blPvepBPh0,rumors,-1
train,"الصين تبدأ بالتصعيد وشن حملة ضد لقاح فايزر بعد حادثة النرويج.<LF><LF>وفعلت ذلك دبلوماسياً عن طريق نصح النرويج و باقي الدول بالتخلي عن لقاح فايزر و إيقاقه.<LF><LF>وشنت حرباً إعلامية عبر قنواتها و أذرعها الإعلامية مثل Xinhua,People's Daily&amp; China Daily والذين قاموا بنشر مقالات تهاجم شركة فايزر https://t.co/Zr3ASUSdPq",info_news,-1
train,"استلمت #دبي اليوم شحنة من لقاح ""استرازينيكا"" قادمة من الهند لتضيفها لحزمة لقاحات مضادة لفيروس #كورونا والتي تعتمدها الإمارات وتشمل فايزر الألماني وسينوفارم الصيني وسبوتنك الروسي التي تتراوح فعاليتها بين 70-94% لتحقيق هدف وطني طموح لتقديم اللقاح ل 70% من السكان خلال شهرين قادمين https://t.co/B1xRjWnrLS",plan,1
train,الرئيس الامريكي بايدن: سيتم مضاعفة توزيع لقاح فيروس كورونا بمعدل ١.٤ مليون لقاح خلال الاسبوع المقبل.,plan,1
train,"🔻حرر وعيك الصحي 🔻حول لقاح 🦠كورونا🦠وكن صاحب قرارك بعد الإستماع للمختصين(راجع تغريداتنا السابقه حول الموضوع)محاضره قيمه للدكتوره ""سيمون جولد"" 🔻جديره بالإستماع والمراجعه🔻 توصيات أطباء الخطوط الأمامية الأمريكان 🔻فيمن يجب أن يأخذ اللقاح ومن يرفضه🔻",info_news,1
train,أخذ لقاح الكورونا 😅 https://t.co/JLf0SAHAwO,personal,1
train,البروفيسور كمال #صنهاجي لفروم الإذاعة : <LF>📌نحن في حالة صحية استعجالية وهو ما يحتم اقتناء لقاحات متعددة ضد #كوفيد١٩<LF>📌لوكان في الوضع العادي لكان اختيار لقاح واحد احسن بالنظر الى تجانس وتوحيد التدابير من حيث التخزين واللوجستيك https://t.co/Zs6Ey5l08J,info_news,1
train,حدا يقله لوديع عقل و ناجي حايك انه الأمم المتحدة هي يلي عم تلقح اللاجئين و مش من مسؤوليتها تلقح المواطن اللبناني بل من مسؤولية الدولة و العهد القوي يجيب لقاح.<LF>#شعبوية #لبنان,info_news,1
train,"خلال ترؤسه اجتماع مجلس التعليم والموارد البشرية.. عبدالله بن زايد: دولة الإمارات حرصت أن تكون سباقة في مواجهة الجائحة بدءا من تطبيق الإجراءات الاحترازية والوقائية وإجراء الفحوصات المستمرة ووصولا إلى توفير لقاح فيروس ""كوفيد 19"" لكافة شرائح المجتمع لضمان سلامته وسلامة أبنائه. https://t.co/CG0jXZrHsD",info_news,1
train,الاستاذ عبادي الجوهر يتلقى الجرعة الأولى من لقاح كوفيد 19 https://t.co/aLmrHjf86K,celebrity,1
train,"الهلال الأحمر الإيراني يلغي قرار استيراد 150 ألف جرعة من لقاح ""فايزر""  <LF>https://t.co/tvs5BT2BEy",info_news,1
train,"تركيا ترسل دفعة ثانية من لقاح كورونا إلى ""شمال قبرص""<LF><LF>https://t.co/vJZgvJppmX https://t.co/QbjCZ2A3Rj",info_news,1
train,#عكاظ (الصفحة الأولى) #الخميس:<LF><LF>- «حقوق الإنسان»: الطفل مجهول الأبوين «سعودي» إذا ولد داخل المملكة<LF><LF>-  الصحة: إعادة جدولة إعطاء لقاح #كورونا بسبب تأخر التوريد<LF><LF>- #بايدن يبدأ «المهمة الأصعب»<LF><LF>#ان_تكون_اولا #تطبيق_عكاظ<LF>https://t.co/3SlA4INXWI https://t.co/qOZ6HCRqqx,plan,0
train,جمعية الفنادق تطالب بإعطاء #لقاح_كورونا للعاملين في القطاع السياحي، لتشجيع السياح للقدوم إلى #الأردن<LF><LF>#أزمة_كورونا #هنا_المملكة <LF>https://t.co/xkautHqFxk,info_news,1
train,#Coronavid19<LF> تم حجز موعد #لقاح_كوفيد_19<LF>#لقاح_كورونا_بالمملكة<LF>🇸🇦 #Nawaf https://t.co/FEs4MXWVcY,plan,1
train,وزارة الصناعة الصيدلانية تعلن تسجيل لقاح سبوتنيك v الروسي من طرف الوكالة الوطنية للصناعة الصيدلانية https://t.co/sHEefquyAV,info_news,1
train,المعلمون هم المجموعة الثانية التي ستتلقى لقاح كورونا في تركيا https://t.co/JJOF9Hb6He https://t.co/TiXkIcYWQW,info_news,1
train,دخلكن وئام وهاب اخذ لقاح بالسعودية؟؟؟ حتى عم يدين قصف الرياض!!!<LF>#جوقة_الادانة_مدانة,personal,0
train,3️⃣ وسبق تصرف بريطانيا هذا التعمد بتعطيل وصول لقاح فايزر إلى بريطانيا من قِبل الإتحاد الأوروبي الذي وضع شروط صارمة لتأخير وصول اللقاح إليها .<LF><LF>الوضع بين بريطانيا والإتحاد الأوروبي ليس على مايرام وبدأت الصراعات تطفو على السطح بشكل علني …,info_news,0
train,#الصحة: تأجيل مواعيد الجرعة الأولى من لقاح #كورونا لمن لديهم موعد<LF><LF>#الإخبارية_عاجل,info_news,1
train,فايزر: نعمل على تسليم ملياري جرعة لقاح ضد كورونا خلال العام الحالي,info_news,1
train,"بالفيديو والصور.. احصل على لقاح ""كورونا"" خلال 3 دقائق في 40 مركزاً لـ ""صحة"" https://t.co/7w9iFkCE3A",info_news,1
train,"فيديو.. #نزار_باهبري يكشف من المسموح لهم بتلقي #لقاح_كورونا"" من أصحاب #الأمراض_المزمنة https://t.co/l1cK6DROIN @USER https://t.co/vUaOs4jgxS",info_news,1
train,نحن نسرع في تطوير لقاح كان مميتًا في التجارب على الحيوانات https://t.co/t6uOLZqGl0,info_news,-1
train,عساك بخير ياقائد الأمه، في شوفتك يفرح كل انسان 🇸🇦<LF><LF> #الملك_يتلقي_لقاح_كورونا https://t.co/v2AY5dWOmJ,celebrity,1
train,"صندوق الاستثمارات المباشرة الروسي : سيتم تسجيل لقاح ""سبوتنيك V"" في عدة دول آسيوية قريبا https://t.co/2pvTB7cTYV",info_news,1
train,#خادم_الحرمين_الشريفين #الملك_سلمان_بن_عبدالعزيز - حفظه الله - يتلقى الجرعة الأولى من لقاح #كورونا ( كوفيد - 19 ) ... جعلها عافية وصحة وطولة عمر  🇸🇦 🇸🇦 🇸🇦 https://t.co/9xVip76DFL,celebrity,1
train,منظمة الصحة العالمية تدعو إلى عدم تسييس لقاح #كورونا #العربية_عاجل https://t.co/a1vIGVFnOW,info_news,1
train,قائد القوات الجوية الملكية السعودية الفريق الركن تركي بن بندر بن عبدالعزيز يتلقى الجرعة الأولى من لقاح كورونا بمركز لقاحات كورونا في الرياض.🇸🇦 https://t.co/h2NYWscmll,others,1
train,مجلة إيكونومست: بعد ان تصدرت في دبلوماسية المساعدات الطبية خلال 2020، الإمارات تتجه نحو دبلوماسية التطعيم وستصبح مركزا اقليميا لتصنيع وإنتاج وتوزيع لقاح كورونا خلال 2021  <LF>https://t.co/Z2Bbpyntdo,info_news,1
train,العاهل السعودي الملك سلمان بن عبد العزيز يتلقى لقاح كورونا https://t.co/LhN0w9vaTx,celebrity,1
train,تطعيم أكبر شريحة ممكنة بالمجتمع يؤدي الى منع وتقليل اعداد الإصابات والعدوى وبالتالي يقلل من انتشار الڤايروس وهذا يقلل او يمنع التحورات والطفرات للڤايروس <LF>قلناها من قبل ونرد نعيدها هذا أفضل وقت بالكويت لتحقيق المناعه المجتمعية عن طريق اللقاح..حتى لا ندخل بموجه ثانيه ونفقد السيطرة,info_news,1
train,تلقيت ولله الحمد صباح هذا اليوم الجرعة الأولى من لقاح فايروس كورونا .. شكراً لوزارة الصحة على حسن التنظيم وحفاوة الاستقبال والذي هو استمرار لنجاحها منذ بداية الجائحة في الاهتمام بالمواطن ، فخور بالانتماء لهذا البلد العظيم 🇸🇦 https://t.co/NDiAdfh51W,personal,1
train,ليكن واضحاً: لن تترك إسرائيل جيرانها العرب بدون لقاح، ولكن الأولوية للمطبعين.,info_news,1
train,#فيديو..<LF>#خادم_الحرمين_الشريفين يتلقى الجرعة الأولى من لقاح #كورونا ( كوفيد - 19 ) https://t.co/gmMIQzN6Vt,celebrity,1
train,https://t.co/2JJqj0itCc<LF>أستبعد أن يكون هذا التصريح صادرا عن د. الهياجنة<LF>فكيف يستقيم أن 60%من المسجلين على المنصة وعددهم ربع مليون قد تم تطعيمهم في حين يذكر نفس الخبر ان من تم تطعيمه 3000 شخص.<LF>#كورونا_الاردن,info_news,1
train,حماية لنفسك 👤<LF>حماية لعائلتك 👨‍👩‍👧‍👦<LF>سجل الآن عبر تطبيق صحتي لأخذ #لقاح_كورونا 💉<LF><LF>#عش_بصحة https://t.co/491BxD8yre,advice,1
train,"الصحة : عدد جرعات "" لقاح #كوفيد19 "" التي تم تقديمها في دولة #الإمارات منذ انطلاق الحملة الوطنية لتقديم اللقاح تجاوز 3 ملايين جرعة.<LF>#وام https://t.co/5MxqP170xr",info_news,1
train,احنا فئران تجارب <LF>باحث مصرى ينجح فى تصميم لقاح كورونا بأستخدام البيض المخصب,info_news,1
train,والله مجرمين منثق بأي لقاح منهم<LF>#نريد_لقاح_آمن,personal,-1
train,الحافظ والحامي الله سبحانه وتعالى ..<LF>تلقيت ولله الحمد الجرعة الأولى من لقاح #كوفيد_19 <LF>#كورونا https://t.co/mRg7QKALFZ,personal,1
train,"🔴🔴<LF>💥💥إستعراضا عسكريا بمنتصف الليل<LF>وتم عرض ""صاروخ الرعب النووي""<LF>ودعا زعيمها ""كيم جونغ أون"" لتوسيع الترسانة النووية واصفًا أمريكا بأنها العدو الأكبر<LF><LF>💥كيم كان قد نسف كذبة لقاح كورونا،وأمر باعدام ومنع أي شخص من لبس كمامة أو تطبيق التباعد أو أخذ اللقاح<LF> https://t.co/KWmcuJaigt",info_news,-1
train,عرض لفترة محدودة، لقاح ضد كورونا ونرجعك ٢٥ سنة أصغر 😂😂<LF><LF>اللي عمره ٢٥ فما دون باي باي 😅👋🏻 https://t.co/4uuWtO56N8,advice,1
train,ألمانيا توصي باستخدام لقاح أسترازينيكا للأفراد بين 18 إلى 64 عاما فقط #العربية_عاجل https://t.co/a1vIGVFnOW,info_news,1
train,"#روسيا تشيد بإعلان #الإمارات تسجيل #لقاح ""سبوتنيك"" للاستخدام الطارئ | وام<LF><LF>#برق_الإمارات https://t.co/ReujWR3nTM",info_news,1
train,"#الصحة تعلن عن عدد جرعات لقاح ""#كورونا"" اليوم | وام<LF><LF>#برق_الإمارات<LF>#يداً_بيد_نتعافى<LF>#ليكن_خيارك_التطعيم https://t.co/dnGiLZHKQr",info_news,1
train,متحدث الصحة: أكثر من مليون مسجل في تطبيق صحتي لأخذ لقاح #كورونا .<LF><LF>#عاجل https://t.co/u7GvMFyRBJ,info_news,1
train,فاطمة الملا طالبة دكتوراة في الهندسة البيوكيميائية، وقيادة العمليات الصناعية بالمملكة المتحدة، توضح لماذا جاء إنتاج لقاح فيروس #كورونا بهذه السرعة<LF><LF>شاهد الفيديو كاملا: https://t.co/zEy6D4qvWu<LF><LF>#اخترت_التطعيم #يدا_بيد_نتعافى<LF>#ChoosetoVaccinate https://t.co/P2g1ydcHS1,info_news,1
train,الحمدلله أخذت التطعيم الجرعه الثانيه أسأل الله أن يزيل عنا هذا الوباء والبلاء <LF>ويكفينا شر المرض  الجهل  .<LF>#تطعيم #كرونا #الكويت https://t.co/DR0564QyTS,personal,1
train,انتشر مقطع طريف لمسنة وهي تصرخ عند تناولها لقاح كورونا 😀 https://t.co/Vr4rSY28nY,personal,1
train,📍#وزير_الصحة: أولى شُحنات #لقاح_كورونا ستصل خلال جانفي الجاري https://t.co/HTqrRP3J1Y,info_news,1
train,الرئيس الأميركي المنتخب، #جو_بايدن، يتلقى الجرعة الثانية من #لقاح_كورونا في مدينة نيوآرك بولاية نيوجيرسي<LF><LF>#هنا_المملكة https://t.co/OqnUWLAH8F,celebrity,1
train,أنا لمّا بدّي اخد دوا أو لقاح، بروح بسأل حكيمي. هو دارس وبيعرف ملفّي وعندي ثقة فيه وبرأيه الطبّي.<LF>لا بلحق خبرية واتساب ولا بلحق اليسا وكارول وريكاردو وفيرناندو.<LF>الشغلة كثير بسيطة بسّس ما بعرف ليش اللبناني مصّر يفهم بكل شي ويجحّش.,personal,0
train,#خادم_الحرمين_الشريفين يتلقى الجرعة الأولى من لقاح فيروس #كورونا https://t.co/nrVDuMsAVu,celebrity,1
train,"بمناسبةالاحتفاء الشعبي والرسمي 🇲🇦 بوصول اول شحنة جرعات لقاح مستوردة من الهند 🇮🇳 وثانية  يقال انها ستصل قريبا من الصين 🇨🇳 ان لم تكن بالفعل حطت رحالها.<LF>تعالوا نكتشف تجربة كوبا 🇨🇺 المحاصرة مذ عهد ايزنهاور.<LF><LF>📍 ""لم يرق الكوبيين ان تضطر بلادهم الى استيراد لقاح روسي او صيني"" <LF>👇🏻",info_news,1
train,• بحمد الله وتوفيقه أخذت الجرعة الاولى من لقاح كوفيد19 💉🇦🇪.. <LF>َ<LF>#الحمدلله_على_نعمة_قادتنا<LF>#لاتشلون_هم #يدا_بيد_نتعافى https://t.co/KEhWj4Vful,personal,1
train,الملك وسمو الأمير حسن وولي العهد يتلقون لقاح كورونا في عيادات الديوان الملكي.. <LF><LF>#الأردن #لقاح_كورونا https://t.co/MdmsU0TcaW,celebrity,1
train,#كورونا ـ لجنة خبراء منظمة الصحة العالمية توصي باستخدام لقاح #موديرنا على جرعتين بفاصل زمني يصل 28 يومًا https://t.co/vtLjTA7ek3,info_news,1
train,#العراق يتفق مع أسترازينيكا على شراء 2 مليون جرعة من لقاح #أوكسفورد المضاد لكورونا<LF><LF>#الشرقية_نيوز https://t.co/hR9zAt2t4W,plan,1
train,الرئيس التركي #رجب_طيب_اردوغان  يتلقى أول جرعة من لقاح #سينوفاك المضاد لفيروس #كورونا في المدينة الطبية ب #أنقرة https://t.co/qa9jp1bB4q,celebrity,1
train,هل مازلت بحاجة لارتداء( الكمامة ) والمحافظة على المسافة الاجتماعية بعد الحصول على لقاح كوڤيد ١٩ ؟<LF><LF>الدكتورة منى المسلماني <LF>المدير الطبي لمركز الأمراض الانتقالية https://t.co/fR7bkWqME1,info_news,1
train,لقو لقاحات لأشرس الفايروسات ، بس لقاح العنصرية بعد 2021 الف  ماحصلوه,info_news,0
train,🎥#فيديو | أول مقيم تلقى لقاح #كورونا يتلقى الآن الجرعة الثانية.<LF><LF>#عكاظ #ان_تكون_اولا #تطبيق_عكاظ<LF>https://t.co/JTehHJr0f0 https://t.co/GaqzDvVvsh,info_news,1
train,كالعادة - ولا غرابة ..<LF>عجزت معامل ومصانع وجامعات ومعاهد العرب من صنع لقاح #كورونا <LF>وأصبحنا كالمفعول به ينتظر معامل أوروبا وأمريكا وغيرها يبيع لنا اللقاح الغريب<LF><LF>لأن نخبة علمائنا وعباقرتنا العرب ، إما بالمنفى او المعتقلات او يعملون بإرشيف حكومي<LF>ويتسيّد الرعاع والهماج المناصب https://t.co/MhmO0K12ui,personal,1
train,وزيرة الصحة المصرية تكشف سعر لقاح كورونا وتحدد فئتين سيتم تطعيمهما مجانا  <LF>https://t.co/uWR9i2zSu4,plan,1
train,الرئيس التركي رجب طيب #أردوغان يتلقى أول جرعة من لقاح #كورونافاك الصيني في مستشفى بالعاصمة #أنقرة https://t.co/n2Q65jw2Hu,celebrity,1
train,#عاجل: لقاح فايزر/بايونتيك يتمتع بفعالية ضد السلالة البريطانية والجنوب إفريقية من فيروس كورونا المتحور (الشركة)<LF>#فرانس_برس,info_news,1
train,خادم الحرمين الشريفين يتلقى الجرعة الأولى من لقاح كورونا<LF>By: @USER https://t.co/er1kb8KcGd,celebrity,1
train,ابرز الناشطين في الوسم <LF>#لقاح_آمن https://t.co/1jxV4v2Rni https://t.co/f4kzgpoHf1,others,0
train,فايزر-بيونتك، هو أول لقاح مضاد ل #كوفيد_19 اعتمدته @USER للاستخدام الطارئ، وهو لقاح آمن وفعال. ومع ذلك، فلا ينصح به حاليًا للأشخاص الذين يعانون من أنواع شديدة من الحساسية، ومعظم النساء الحوامل والمسافرين الدوليين.<LF><LF>لمعرفة المزيد:<LF><LF>https://t.co/1MUs1IGEH8,info_news,1
train,رية الكباسي أول لاجئة عراقية في #الاردن والعالم تتلقى لقاح كورونا....<LF>بينما يفتقر النازح والمهجر في بلده الام أبسط مقومات العيش حتى الان!!!,celebrity,1
train,"أعلنت #فايزر أن دخلها سيزيد هذا العام بنسبة تصل الى 47% <LF>العام الماضي كان دخلها 41,9 مليار دولار وهذا العام وبسبب #لقاح_كورونا قد يصل الى 61,4 مليار بعد توقعيهم الربيع الماضي اتفاقية تسويق لقاح كورونا الذي اخترعته #بيونتيك الألمانية في العالم ما عدا الصين <LF>#صنع_في_المانيا https://t.co/S3St4eETcC",info_news,1
train,وهاهو الوالد القائد يأخد لُقاح كورونا بنفسه ليطمئنكم بأمان وفعالية اللقاح بإذن الله ❤️ https://t.co/7JWN8RCDhj,info_news,1
train,عااااااجل: #المغرب أول بلد أفريقي يطلق عملية تلقيح شاملة بلقاحين مختلفين.<LF><LF>بعد توصله بشحنات من لقاحين مختلفين<LF>بكل من الهند والصين يعتبر #المغرب أول دولة في #أفريقيا يبدأ في إطلاق عملية تلقيح شاملة في كل أنحاء #المغرب ضد فيروس #كورونا<LF><LF>اللقاحات هي<LF>لقاح “سينوفارم” <LF>لقاح AstraZeneca https://t.co/rbPb7VWVVw,info_news,1
train,«#الصحة» تعلن تسجيل مليون شخص للحصول على لقاح #كورونا بالمملكة<LF><LF>#الأكثر_تفاعلا_على_عاجل <LF><LF>https://t.co/nkC7M7WSnM,info_news,1
train,لقاح كورونا<LF><LF>كاريكاتير #حمزة_حجاج<LF><LF>#الغد #الاردن https://t.co/AaEyXpRufn,plan,1
train,#محمد_بن_زايد: نجحنا في تقديم أكثر من مليون و275 ألف جرعة #لقاح إلى المواطنين والمقيمين في #الدولة.<LF> <LF>#برق_الإمارات<LF>#يداً_بيد_نتعافى https://t.co/vHpmmk4WrF,plan,1
train,"وقاحة ونفاق تعمل غنية للوقاية من الكورونا، وبعدين تستهتر بالصحة العامة كرمال تعمل مصاري عراس السنة (مع انو مش ناقصكم، you can survive).<LF><LF>وقاحة تقول انو اللي انتقدوك ""فقدوا صوابهم بسبب النجاح"" وبعدين تنط تاخد لقاح ببلد ثاني وناسك عم بموتوا..<LF><LF>انت privileged، والله لا يرد الناس؟",info_news,1
train,هل الممرضة ماتت بالفعل جراء اخذها لقاح فايزر؟ شاهد الحقيقة بالفيديو<LF>https://t.co/8ojTnoYfHi,info_news,0
train,🔴الوزير الأول عبد العزيز #جراد يتبادل أطراف الحديث مع المواطنين خلال انتظارهم دورهم لتلقي أول جرعة من لقاح #سبوتنيك_v بالعيادة متعددة الخدمات الينابيع في العاصمة قبل أن يتلقى التلقيح <LF>@USER https://t.co/BCojmnP0NR,info_news,1
train,الحمدلله، اللهم انت الشافي المعافي، صديقكم الصدوق أخذ لقاح الكورونا.. https://t.co/sQv0J55zx5,personal,1
train,خادم الحرمين يتلقى الجرعة الأولى من لقاح كورونا https://t.co/xmjjna7n6s,info_news,1
train,#الجيش_السلماني_الإلكتروني <LF>اتمنى الكل ياخذ لقاح كورونا <LF>انا لي اربعه ايام من يوم اخذت الجرعه الثانيه <LF>اللقاح مافيه الا الخير والدوله ماتجيب الا كل شي طيب https://t.co/JyO6auwYwZ,info_news,1
train,تلقيت اليوم الجرعة الأولى من لقاح كورونا كوفيد-19 ، جزيل الشكر والامتنان لزملائي منسوبي القطاع الصحي على جهودهم المميزة ، وشكرا لقيادتنا حفظها الله التي جعلت صحة الانسان اولى اولوياتها  ، فاللهم لك الحمد . <LF><LF> #تطعيم_كورونا https://t.co/4FYRcSsRL3,personal,1
train,#لقاح_كورونا لازم يبلّش بالأكثر فقراً، لانو إذا نصابو بتنقطع رزقتن مع عيالن،<LF><LF>مش بالأكثر ثراءً متل النواب والوزرا او كِبار الموظفين يلّي تاركين البلد سايب✍️,requests,1
train,"تصنيع لقاح ""سينوفارم"" الصيني ضد كورونا في الإمارات https://t.co/nfpWbVvjim",info_news,1
train,د فاوتشي مدير المعهد الوطني للحساسية والأمراض المعدية الأمريكية يؤكد أن #تطعيم_كورونا فعال ضد السلالة الجديدة من #كورونا https://t.co/zzGHy96xqR,info_news,1
